380	Coswinus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
381	Cotardus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
382	Coutackerus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
383	Crato	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
384	Criso	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
385	Crispianus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
386	Crispinus	Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
387	Kruls		gender-neutral	family name	import from Matrikels2-0_PublicationVersion_20230816
388	Cunerus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
389	Kuno	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
390	Cupificis	Latin?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
391	Curtius		male	given name	import from Matrikels2-0_PublicationVersion_20230816
392	Cuttaneus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
393	Cuthbert	Germanic	male	given name	import from Matrikels2-0_PublicationVersion_20230816
394	Cyprianus	Greek and Latin	male	given name	import from Matrikels2-0_PublicationVersion_20230816
395	Cyrillus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
396	Dabso	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
397	Daco	Germanic?	male	given name	import from Matrikels2-0_PublicationVersion_20230816
398	Dagenus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
399	Dagobertus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
400	Damascenus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
401	Damasus		male	given name	import from Matrikels2-0_PublicationVersion_20230816
402	Damianos	Greek	male	given name	import from Matrikels2-0_PublicationVersion_20230816
